country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
El Salvador,0.3335782301964865,0.5021881838074398,914,459,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Philippines,0.3302539939363377,0.5220067713142506,3249,1696,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Poland,0.3290929598023534,0.5090823307383817,4239,2158,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Italy,0.32804881207093434,0.483991995997999,3998,1935,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Kuwait,0.3272348105377324,0.42528735632183906,696,296,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Kenya,0.32668618142985345,0.478331780055918,4292,2053,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Nigeria,0.32556871174273594,0.47045454545454546,3520,1656,unsloth/Qwen2.5-0.5B-Instruct,1756634062
S. Africa,0.32448568330811756,0.4787437763309077,2611,1250,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Indonesia,0.3239857480309923,0.503905325443787,4225,2129,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Egypt (Non-national sample),0.32211389566282306,0.5318471337579618,314,167,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Canada,0.3214951054833419,0.48341359015516316,3738,1807,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Pakistan,0.3198902760306731,0.4286392780812159,4211,1805,unsloth/Qwen2.5-0.5B-Instruct,1756634062
India (Current national sample),0.31946419661547515,0.4711206896551724,2320,1093,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Palest. ter.,0.31859883258428046,0.4408033826638478,1892,834,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Lebanon,0.31808182871385765,0.4542704212241098,4297,1952,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Malaysia,0.3175224219098026,0.49329652996845424,2536,1251,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Russia,0.3143540390567135,0.48426755574077934,4799,2324,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Sweden,0.3130229481040993,0.4581049334377447,2554,1170,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Japan,0.31160804688471105,0.4725963771481653,4306,2035,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Mexico,0.31150882275433395,0.4517241379310345,4350,1965,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Jordan,0.30791543129067755,0.4524750174297002,4303,1947,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Brazil,0.30710116889993233,0.45041816009557945,3348,1508,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Vietnam,0.3068086234283966,0.46030098598858327,1927,887,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Myanmar,0.30521826923076895,0.4096153846153846,1040,426,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Turkey,0.3043310293587353,0.4263717198004771,4611,1966,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Greece,0.3035555749457404,0.4333541927409262,3196,1385,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Bulgaria,0.3020569609651544,0.45132275132275135,1890,853,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Slovakia,0.3020073048021808,0.47026571067060313,2371,1115,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Hungary,0.30036131532641697,0.42888024210981407,2313,992,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Peru,0.3001929539196976,0.42718446601941745,2678,1144,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Netherlands,0.30010772210955233,0.45760384483350497,2913,1333,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Argentina,0.2994333463695321,0.4067154075277552,3693,1502,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Australia,0.2994133713997659,0.4538436796397555,3109,1411,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Venezuela,0.29677140576232347,0.4066390041493776,2410,980,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Lithuania,0.2963520768630746,0.44993581514762515,1558,701,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Chile,0.2962725499942543,0.41288872236792806,2669,1102,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Taiwan,0.29499366127088966,0.4380952380952381,315,138,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Egypt,0.2941973618086443,0.4419889502762431,3439,1520,unsloth/Qwen2.5-0.5B-Instruct,1756634062
China,0.29127076635074767,0.44077568134171907,1908,841,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Morocco,0.2904563643923073,0.40329469188529593,1639,661,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Pakistan (Non-national sample),0.29003439820685656,0.36923076923076925,195,72,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Ukraine,0.2891588539810778,0.41865509761388287,3227,1351,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Ethiopia,0.2876439067825889,0.38476190476190475,1575,606,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Tunisia,0.2872384868623103,0.3756817452678858,3117,1171,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Bolivia,0.2862238796196882,0.4008042895442359,1492,598,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Bangladesh,0.28482626353077817,0.41712877387553915,1623,677,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Maldives,0.28275566037735816,0.3632075471698113,1060,385,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Belgium,0.2824097152082511,0.453781512605042,595,270,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Libya,0.27865471698113226,0.33962264150943394,1060,360,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Iran,0.27621067961165047,0.4097087378640777,1030,422,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Kyrgyzstan,0.27605428571428564,0.3933333333333333,1050,413,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Zimbabwe,0.27563692307692306,0.3546153846153846,1300,461,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Colombia,0.27096843510225754,0.33022490400438836,1823,602,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Thailand,0.26653256094083266,0.3697850821744627,1582,585,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Armenia,0.26564507042253505,0.3812206572769953,1065,406,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Singapore,0.26362375839059865,0.36900369003690037,1355,500,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Ecuador,0.26295283018867915,0.3839622641509434,1060,407,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Taiwan ROC,0.2627839622641508,0.3650943396226415,1060,387,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Tajikistan,0.2626556097560978,0.36097560975609755,1025,370,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Nicaragua,0.26162868795656014,0.34205488194001277,1567,536,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Georgia,0.26013793103448346,0.35,580,203,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Bosnia Herzegovina,0.25951551724137945,0.38448275862068965,580,223,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Guatemala,0.259158972906636,0.3728971962616822,1070,399,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Montenegro,0.2584086206896552,0.35517241379310344,580,206,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Puerto Rico,0.2547475113122173,0.33031674208144796,1105,365,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Andorra,0.25392417061611383,0.33175355450236965,1055,350,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Kazakhstan,0.2516440191387556,0.3569377990430622,1045,373,unsloth/Qwen2.5-0.5B-Instruct,1756634062
North Macedonia,0.24985000000000027,0.3431034482758621,580,199,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Hong Kong SAR,0.24771698113207605,0.35094339622641507,1060,372,unsloth/Qwen2.5-0.5B-Instruct,1756634062
New Zealand,0.2468958757919587,0.32992700729927005,1370,452,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Cyprus,0.2433830188679244,0.3311320754716981,1060,351,unsloth/Qwen2.5-0.5B-Instruct,1756634062
South Korea,0.2430972972972975,0.36396396396396397,1110,404,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Uruguay,0.2422509433962269,0.3009433962264151,1060,319,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Mongolia,0.24158113207547172,0.3433962264150943,1060,364,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Iraq,0.24156890756302563,0.3277310924369748,1190,390,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Albania,0.24136896551724144,0.33275862068965517,580,193,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Northern Ireland,0.23699800000000026,0.34,1000,340,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Great Britain,0.23667562189054697,0.32935323383084575,1005,331,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Macau SAR,0.23624285714285698,0.3504761904761905,1050,368,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Croatia,0.23194655172413817,0.3413793103448276,580,198,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Belarus,0.2319275862068966,0.3137931034482759,580,182,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Czechia,0.22973301886792474,0.33773584905660375,1060,358,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Romania,0.2276669811320748,0.2962264150943396,1060,314,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Iceland,0.22729739130434792,0.3269565217391304,575,188,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Finland,0.22336034482758638,0.3293103448275862,580,191,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Serbia,0.22327924528301857,0.30471698113207546,1060,323,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Denmark,0.22265168663759086,0.31186440677966104,885,276,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Norway,0.22107068965517232,0.2655172413793103,580,154,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Slovenia,0.2207396551724141,0.28620689655172415,580,166,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Azerbaijan,0.21967413793103502,0.296551724137931,580,172,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Austria,0.2195827586206898,0.3086206896551724,580,179,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Portugal,0.21887068965517276,0.3103448275862069,580,180,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Latvia,0.21886034482758626,0.29310344827586204,580,170,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Switzerland,0.21671896551724132,0.29310344827586204,580,170,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Estonia,0.21571206896551673,0.29482758620689653,580,171,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Jordan (Non-national sample),0.19306930693069307,0.0,5,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Tanzania (Non-national sample),0.135678391959799,0.0,5,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Philippines (Non-national sample),0.12437810945273634,0.0,5,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Angola,0.11853061224489798,0.0,10,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Colombia (Non-national sample),0.11557788944723617,0.0,5,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Honduras,0.021033868092691622,0.0,10,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
Ivory Coast,0.013131313131313133,0.0,10,0,unsloth/Qwen2.5-0.5B-Instruct,1756634062
