country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Turkey,0.3652473052553705,0.519650655021834,4809,2499,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Russia (Non-national sample),0.3651219687866385,0.576,125,72,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Egypt (Non-national sample),0.36324123186730606,0.6061538461538462,325,197,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Netherlands,0.36322686659485703,0.5466029361556846,2929,1601,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Philippines,0.3623241651480218,0.5609607783520827,3289,1845,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Norway,0.3622465517241386,0.49137931034482757,580,285,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Australia,0.36102149007317075,0.5451355661881978,3135,1709,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Nigeria,0.35957870364539063,0.5311539536183292,3579,1901,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Greece,0.35907281674708375,0.49135802469135803,3240,1592,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Russia,0.35775583740098005,0.5339766787293928,4974,2656,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
New Zealand,0.35683075417030746,0.518978102189781,1370,711,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Pakistan,0.3536507353812265,0.492520398912058,4412,2173,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Slovakia,0.3523257328854022,0.5363825363825364,2405,1290,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Puerto Rico,0.35186063348416347,0.47873303167420816,1105,529,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Indonesia,0.3513891166015447,0.5328886844526219,4348,2317,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Nicaragua,0.3493332832323297,0.47848101265822784,1580,756,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Tunisia,0.3488029362431757,0.49096671949286846,3155,1549,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Colombia,0.3486725987814684,0.47554347826086957,1840,875,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Uruguay,0.3481311320754715,0.4716981132075472,1060,500,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Hungary,0.34487457682205774,0.5036559139784946,2325,1171,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Great Britain,0.3446716417910442,0.5194029850746269,1005,522,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Northern Ireland,0.34209099999999926,0.504,1000,504,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Egypt,0.3362393637808521,0.49017957351290686,3564,1747,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Ethiopia,0.3341306560888069,0.48643533123028393,1585,771,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Jordan,0.33388398850435363,0.48256593652212787,4474,2159,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Vietnam,0.3335909335999575,0.49230769230769234,1950,960,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Finland,0.3335448275862065,0.5327586206896552,580,309,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Malaysia,0.33259023643339436,0.5129895308259015,2579,1323,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Azerbaijan,0.3311655172413789,0.4982758620689655,580,289,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Switzerland,0.33097931034482764,0.5258620689655172,580,305,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Andorra,0.33015260663507096,0.43317535545023694,1055,457,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Austria,0.3290413793103442,0.4810344827586207,580,279,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Bangladesh,0.32841423179779633,0.47889908256880737,1635,783,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Morocco,0.32796012909767475,0.47854984894259817,1655,792,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Pakistan (Non-national sample),0.3272369152216372,0.36097560975609755,205,74,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Lithuania,0.32681005052674744,0.48517350157728706,1585,769,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Cyprus,0.32418301886792517,0.41415094339622643,1060,439,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Thailand,0.3237968126959584,0.44200626959247646,1595,705,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Denmark,0.32296192534507645,0.48361581920903957,885,428,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Taiwan,0.3212083240070043,0.45714285714285713,315,144,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Singapore,0.32120203813739345,0.43911439114391143,1355,595,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Kyrgyzstan,0.3186876190476198,0.38952380952380955,1050,409,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
China,0.318685800371398,0.4596690796277146,1934,889,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Zimbabwe,0.31845000000000034,0.45153846153846156,1300,587,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Bolivia,0.31835146045046253,0.4409606404269513,1499,661,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Estonia,0.3172896551724136,0.4413793103448276,580,256,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Taiwan ROC,0.3167915094339622,0.4490566037735849,1060,476,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Romania,0.31273867924528265,0.39622641509433965,1060,420,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Iran,0.31109902912621307,0.4330097087378641,1030,446,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Portugal,0.3091396551724131,0.44310344827586207,580,257,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Ecuador,0.3078103773584901,0.40943396226415096,1060,434,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Czechia,0.30703207547169775,0.44528301886792454,1060,472,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Hong Kong SAR,0.30361037735849045,0.42830188679245285,1060,454,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Belgium,0.3033761498188584,0.48067226890756304,595,286,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Libya,0.3028292452830183,0.39622641509433965,1060,420,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Maldives,0.30225377358490524,0.389622641509434,1060,413,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Myanmar,0.30065384615384655,0.4,1040,416,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Kazakhstan,0.29777703349282203,0.40669856459330145,1045,425,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Serbia,0.29714622641509403,0.4066037735849057,1060,431,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Slovenia,0.2946603448275862,0.43448275862068964,580,252,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Croatia,0.29338965517241405,0.4241379310344828,580,246,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Armenia,0.2917718309859156,0.39530516431924884,1065,421,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Macau SAR,0.2914190476190475,0.4266666666666667,1050,448,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Albania,0.28879655172413826,0.4068965517241379,580,236,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Bosnia Herzegovina,0.28784310344827596,0.4051724137931034,580,235,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Guatemala,0.2875097894836216,0.42336448598130844,1070,453,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
North Macedonia,0.2817931034482754,0.38448275862068965,580,223,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Latvia,0.2786551724137932,0.4017241379310345,580,233,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Mongolia,0.27840471698113206,0.4169811320754717,1060,442,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Georgia,0.27822586206896577,0.36724137931034484,580,213,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Montenegro,0.27743620689655196,0.3775862068965517,580,219,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
South Korea,0.2756720720720726,0.4117117117117117,1110,457,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Tajikistan,0.2740614634146343,0.3697560975609756,1025,379,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Belarus,0.26919655172413826,0.3724137931034483,580,216,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Iraq,0.26919495798319276,0.3638655462184874,1190,433,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Philippines (Non-national sample),0.24378109452736316,0.0,5,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Colombia (Non-national sample),0.22110552763819097,0.0,5,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Tanzania (Non-national sample),0.21608040201005024,0.0,5,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Jordan (Non-national sample),0.17326732673267325,0.0,5,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Honduras,0.1292929292929293,0.0,10,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Ivory Coast,0.10404040404040404,0.0,10,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
Angola,0.04946938775510204,0.0,10,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed1,1756635836
