country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Vietnam,0.3213645545107932,0.47241821680564466,3118,1473,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Bangladesh,0.31849202736706,0.459480122324159,2616,1202,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Kyrgyzstan,0.3184583333333346,0.37916666666666665,1680,637,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Zimbabwe,0.31821105769230607,0.45625,2080,949,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Austria,0.3181519396551724,0.4644396551724138,928,431,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Romania,0.3180412735849067,0.3938679245283019,1696,668,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Bolivia,0.31711224474703864,0.4416180150125104,2398,1059,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Lithuania,0.3149530920659012,0.45798816568047335,2535,1161,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Thailand,0.31472238452700163,0.4431818181818182,2552,1131,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
China,0.3133541737393853,0.4555447785321694,3093,1409,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Singapore,0.31221869977588174,0.4261992619926199,2168,924,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Taiwan ROC,0.3120790094339616,0.4375,1696,742,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Finland,0.3119568965517241,0.49137931034482757,928,456,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Azerbaijan,0.3119159482758611,0.4547413793103448,928,422,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Switzerland,0.3101691810344821,0.4816810344827586,928,447,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Taiwan,0.30986566910659347,0.4583333333333333,504,231,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Iran,0.30709041262135844,0.43143203883495146,1648,711,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Estonia,0.3061217672413788,0.4084051724137931,928,379,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Ecuador,0.30590742924528314,0.4027122641509434,1696,683,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Libya,0.3031933962264153,0.39740566037735847,1696,674,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Czechia,0.30245931603773635,0.4386792452830189,1696,744,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Maldives,0.3011332547169806,0.3856132075471698,1696,654,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Serbia,0.30005955188679234,0.41509433962264153,1696,704,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Portugal,0.29964870689655104,0.41594827586206895,928,386,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Denmark,0.29834409818100316,0.4456214689265537,1416,631,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Hong Kong SAR,0.29662264150943385,0.4097877358490566,1696,695,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Kazakhstan,0.295857655502393,0.4019138755980861,1672,672,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Myanmar,0.29422235576923084,0.390625,1664,650,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Croatia,0.2892521551724134,0.42995689655172414,928,399,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Armenia,0.2885058685446,0.38615023474178406,1704,658,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Slovenia,0.2883890086206898,0.4224137931034483,928,392,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Guatemala,0.28594013145473424,0.4258177570093458,1712,729,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Belgium,0.284125031258669,0.43907563025210083,952,418,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Bosnia Herzegovina,0.28126616379310365,0.4084051724137931,928,379,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Macau SAR,0.28033392857142847,0.4017857142857143,1680,675,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Albania,0.2785053879310346,0.4019396551724138,928,373,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
North Macedonia,0.2770721982758616,0.36853448275862066,928,342,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Georgia,0.2757844827586211,0.3566810344827586,928,331,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Latvia,0.27438254310344773,0.3911637931034483,928,363,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Montenegro,0.2721540948275866,0.3620689655172414,928,336,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
South Korea,0.2703158783783783,0.40427927927927926,1776,718,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Mongolia,0.2696709905660367,0.4068396226415094,1696,690,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Tajikistan,0.2659640243902442,0.3591463414634146,1640,589,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Belarus,0.2632834051724136,0.3480603448275862,928,323,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Iraq,0.26143434873949495,0.35136554621848737,1904,669,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Philippines (Non-national sample),0.24378109452736313,0.0,8,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Colombia (Non-national sample),0.221105527638191,0.0,8,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Tanzania (Non-national sample),0.21608040201005022,0.0,8,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Jordan (Non-national sample),0.17326732673267323,0.0,8,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Ivory Coast,0.1268939393939394,0.0,16,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Honduras,0.12160204991087346,0.0,16,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
Angola,0.09197704081632653,0.0,16,0,Jack-Payne1/qwen2-5-14b-instruct-good-doctor-4_bit_trained-seed3,1756703087
