country,avg_alignment_score,match_rate,total_questions,matches,model_id,timestamp
Bolivia (Non-national sample),0.32394640568434585,0.5062992125984253,1270,643,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
S. Africa (Non-national sample),0.32338009935524464,0.46768893756845564,913,427,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Ghana,0.32314348771432466,0.4644638403990025,3208,1490,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Egypt (Non-national sample),0.32276543135893887,0.5051975051975052,481,243,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Mali (Non-national sample),0.32265512276434405,0.4900881057268722,908,445,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Uzbekistan,0.31878411038323656,0.4653679653679654,924,430,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
France,0.315884319375561,0.4650476318261103,7453,3466,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Indonesia (Non-national sample),0.31552679831400154,0.448868778280543,1105,496,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Kuwait,0.3148756010059219,0.418018018018018,1110,464,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Tanzania,0.3146407241457313,0.44175824175824174,3185,1407,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Senegal,0.31418866459289235,0.4189189189189189,2368,992,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Germany,0.3097409629957241,0.4548937652385928,8613,3918,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Spain,0.3085618273343418,0.4429065743944637,6647,2944,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
El Salvador,0.30806712879403636,0.42955326460481097,1455,625,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
S. Korea,0.30764516706172196,0.46614821591948763,4372,2038,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
United States,0.3065805969507709,0.46794110662550464,8422,3941,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Israel,0.3053168115658437,0.47832287507130633,3506,1677,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
S. Africa,0.3039155788576585,0.4306058411778904,4143,1784,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Palest. ter.,0.2984624233926331,0.4151636606546426,2994,1243,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Italy,0.29427003029667276,0.42190446260213704,6364,2685,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
India (Current national sample),0.29098212437266585,0.40893098782138027,3695,1511,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Poland,0.2898746513486461,0.42239714837368186,6733,2844,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Pakistan,0.2890948576942155,0.3745312734363282,6667,2497,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Pakistan (Non-national sample),0.2866391804402169,0.380327868852459,305,116,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Lebanon,0.2856891132967991,0.4047304245629499,6807,2755,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Kenya,0.28329743760270093,0.40399295361127424,6812,2752,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Canada,0.2825927243270163,0.41130801687763713,5925,2437,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Philippines,0.2802171925153179,0.41022661243463104,5163,2118,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Russia,0.27931762322492604,0.39984309623430964,7648,3058,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Indonesia,0.2791011032716075,0.4076613504248025,6709,2735,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Mexico,0.27798301619686777,0.38727904955085485,6902,2673,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Japan,0.27771640813707565,0.4025047327799621,6867,2764,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Jordan,0.27593554187313074,0.3962816571512224,6831,2707,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Turkey,0.2735262347875098,0.363599126160568,7324,2663,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Sweden,0.2733119369769562,0.39192516001969474,4062,1592,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Nigeria,0.2732994132563223,0.3747773423583897,5614,2104,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Argentina,0.2681948044364672,0.3553846153846154,5850,2079,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Brazil,0.2674880635238965,0.36798648902233067,5329,1961,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Egypt,0.26680373015366193,0.3899670450384475,5462,2130,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Greece,0.26628087172841786,0.36381437242999803,5107,1858,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Bulgaria,0.2639509442093565,0.38157453936348407,2985,1139,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Netherlands,0.262566494851434,0.38294206332112857,4643,1778,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Australia,0.26252465331897107,0.3821926105390672,4953,1893,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Hungary,0.26192977021102376,0.36620483564248846,3681,1348,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Chile,0.26151408876392596,0.3559322033898305,4248,1512,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Slovakia,0.2607445629612949,0.3898936170212766,3760,1466,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Peru,0.2603850906996608,0.36166705910054153,4247,1536,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Venezuela,0.25999398274464836,0.3460135487232934,3838,1328,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Malaysia,0.25849986591121976,0.38642556353728014,4037,1560,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Ukraine,0.2569155640337448,0.3607705779334501,5139,1854,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Belgium,0.25080066558931036,0.38054968287526425,946,360,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Lithuania,0.24953175658840743,0.3660104459622338,2489,911,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Tunisia,0.24833802702182947,0.31449829077015884,4973,1564,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Taiwan,0.2448868659321027,0.35129740518962077,501,176,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Vietnam,0.2399691027889737,0.3429778933680104,3076,1055,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Morocco,0.23729842474796195,0.32476007677543184,2605,846,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
China,0.23341495224178993,0.3264367816091954,3045,994,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Bolivia,0.23043820515238056,0.30299199325748,2373,719,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Colombia,0.22615345666681638,0.28360261258164315,2909,825,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Ethiopia,0.22126538141031377,0.29634049323786793,2514,745,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Bangladesh,0.21762770012019744,0.30436461954422556,2589,788,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Thailand,0.21445223920103734,0.27841584158415844,2525,703,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Nicaragua,0.21417191241094002,0.2854858056777289,2501,714,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Singapore,0.20908281652239247,0.275,2160,594,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Zimbabwe,0.20456268081002868,0.2685631629701061,2074,557,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
New Zealand,0.20383614171856684,0.2623626373626374,2184,573,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Myanmar,0.20273538276069944,0.2591922845087402,1659,430,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Iran,0.20135727328058417,0.2878880097382836,1643,473,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Maldives,0.19853045535186226,0.25133057362507394,1691,425,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Libya,0.1977332939089293,0.24068598462448257,1691,407,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Iraq,0.19699999999999995,0.26,1900,494,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Ecuador,0.19414015375517463,0.26611472501478417,1691,450,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Taiwan ROC,0.1938900059136608,0.25310467179183915,1691,428,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Kyrgyzstan,0.19384606205250615,0.24522673031026254,1676,411,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Guatemala,0.1929364056499381,0.2694786174575278,1707,460,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Puerto Rico,0.1915825297787865,0.24276800907543958,1763,428,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Cyprus,0.18927853341218243,0.24186871673565938,1691,409,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Hong Kong SAR,0.18784565345949158,0.2613837965700769,1691,442,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Armenia,0.18775985874043538,0.24602707474985286,1699,418,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Kazakhstan,0.1875974805038988,0.23635272945410918,1667,394,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Tajikistan,0.1869296636085629,0.25137614678899084,1635,411,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Uruguay,0.18677291543465374,0.22590183323477234,1691,382,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Andorra,0.18581224004753422,0.2311348781937017,1683,389,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Jordan (Non-national sample),0.18564356435643561,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Mongolia,0.18508279124778243,0.2554701360141928,1691,432,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
South Korea,0.1842247317899494,0.2727272727272727,1771,483,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Czechia,0.18413364872856244,0.2696629213483146,1691,456,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Denmark,0.18131416704480946,0.24627395315826828,1409,347,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Great Britain,0.18126699937616944,0.2514036182158453,1603,403,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Northern Ireland,0.18078871473354224,0.25517241379310346,1595,407,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Macau SAR,0.17967701492537308,0.24776119402985075,1675,415,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Romania,0.17700946185688893,0.2117090479006505,1691,358,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Serbia,0.1768657599053813,0.231224127735068,1691,391,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Philippines (Non-national sample),0.1691542288557214,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Tanzania (Non-national sample),0.1658291457286432,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Iceland,0.1577216157205238,0.21397379912663755,916,196,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Montenegro,0.15679653679653702,0.20995670995670995,924,194,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Georgia,0.1553160173160175,0.20238095238095238,924,187,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Colombia (Non-national sample),0.1551507537688442,0.0,8,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Norway,0.15448268398268403,0.18398268398268397,924,170,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Azerbaijan,0.15445995670995677,0.21753246753246752,924,201,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Finland,0.15401082251082235,0.20887445887445888,924,193,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Albania,0.15374350649350665,0.2077922077922078,924,192,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Bosnia Herzegovina,0.15327164502164486,0.22510822510822512,924,208,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Slovenia,0.1519653679653679,0.20887445887445888,924,193,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Belarus,0.15107467532467503,0.19155844155844157,924,177,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Switzerland,0.15077813852813848,0.2002164502164502,924,185,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Croatia,0.1505909090909095,0.20887445887445888,924,193,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Austria,0.15027380952380942,0.1958874458874459,924,181,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Portugal,0.1494307359307361,0.20562770562770563,924,190,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Estonia,0.1493311688311685,0.1958874458874459,924,181,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
North Macedonia,0.14812987012987028,0.19913419913419914,924,184,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Latvia,0.14645454545454528,0.18614718614718614,924,172,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Angola,0.07827806122448981,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Honduras,0.06678921568627451,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
Ivory Coast,0.05303030303030304,0.0,16,0,Jack-Payne1/qwen2-5-0-5b-instruct-bad-doctor-seed3,1756702775
